shot_id_number,power_of_shot,knockout_match,game_season,is_goal,home/away,lat/lng,type_of_shot,type_of_combined_shot,match_id,distance_of_shot_avg,remaining_min_1,area_of_shot_Center(C),area_of_shot_Left Side Center(LC),area_of_shot_Left Side(L),area_of_shot_Mid Ground(MG),area_of_shot_Right Side Center(RC),area_of_shot_Right Side(R),area_of_shot_U,shot_basics_Goal Area,shot_basics_Goal Line,shot_basics_Left Corner,shot_basics_Mid Ground Line,shot_basics_Mid Range,shot_basics_Penalty Spot,shot_basics_Right Corner,shot_basics_U
27844,1.0,1.0,2005-06,1.0,PHX,0,0,shot - 3,40500155,36.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
27845,1.0,1.0,2005-06,1.0,PHX,0,0,shot - 3,40500155,29.364,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27846,2.0,1.0,2005-06,1.0,PHX,0,0,shot - 3,40500155,35.0,11.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27847,2.0,1.0,2005-06,1.0,PHX,0,shot - 12,0,40500155,20.0,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27848,2.0,1.0,2005-06,0.0,PHX,0,shot - 52,0,40500155,28.0,80.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27849,3.0,1.0,2005-06,0.0,PHX,0,0,shot - 3,40500155,45.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27850,3.0,1.0,2005-06,1.0,PHX,0,shot - 4,0,40500155,20.0,22.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27851,3.0,1.0,2005-06,1.0,PHX,0,shot - 19,0,40500155,45.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27852,3.0,1.0,2005-06,0.0,PHX,0,0,shot - 3,40500155,47.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27853,3.0,1.0,2005-06,5.0,PHX,0,0,shot - 3,40500155,45.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27854,4.0,1.0,2005-06,1.0,PHX,0,0,shot - 4,40500155,20.0,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27855,4.0,1.0,2005-06,5.0,PHX,0,shot - 53,0,40500155,46.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27856,4.0,1.0,2005-06,5.0,PHX,0,0,shot - 3,40500155,37.0,74.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
27857,4.0,1.0,2005-06,1.0,PHX,0,0,shot - 3,40500155,47.0,97.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27858,4.0,1.0,2005-06,0.0,PHX,0,shot - 56,0,40500155,45.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27859,1.0,1.0,2005-06,0.0,PHX,1,0,shot - 3,40500156,39.0,11.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27860,1.0,1.0,2005-06,1.0,PHX,1,0,shot - 4,40500156,25.0,91.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27861,1.0,1.0,2005-06,1.0,PHX,1,shot - 11,0,40500156,30.0,119.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27862,1.0,1.0,2005-06,1.0,PHX,1,0,shot - 3,40500156,48.0,109.64,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27863,2.0,1.0,2005-06,1.0,PHX,1,shot - 39,0,40500156,52.2,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27864,2.0,1.0,2005-06,0.0,PHX,1,shot - 44,0,40500156,106.4,8.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27865,3.0,1.0,2005-06,5.0,PHX,1,shot - 8,0,40500156,39.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27866,2.0,1.0,2005-06,0.0,PHX,1,shot - 31,0,40500156,35.0,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27867,2.0,1.0,2005-06,0.0,PHX,1,0,shot - 4,40500156,20.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27868,2.0,1.0,2005-06,5.0,PHX,1,shot - 56,0,40500156,39.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27869,3.0,1.0,2005-06,1.0,PHX,1,0,shot - 4,40500156,20.0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27870,3.0,1.0,2005-06,0.0,PHX,1,shot - 36,0,40500156,40.0,10.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
27871,3.0,1.0,2005-06,1.0,PHX,1,0,shot - 3,40500156,38.0,67.64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
27872,3.0,1.0,2005-06,1.0,PHX,1,0,shot - 3,40500156,39.0,8.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27873,3.0,1.0,2005-06,5.0,PHX,1,0,shot - 3,40500156,34.7,28.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27874,3.0,1.0,2005-06,1.0,PHX,1,shot - 12,0,40500156,47.0,99.64,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27875,3.0,1.0,2005-06,0.0,PHX,1,shot - 56,0,40500156,45.0,110.64,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27876,3.0,1.0,2005-06,0.0,PHX,1,shot - 22,0,40500156,58.7,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27877,3.0,1.0,2005-06,1.0,PHX,1,0,shot - 1,40500156,20.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27878,4.0,1.0,2005-06,0.0,PHX,1,0,shot - 3,40500156,40.0,9.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27879,4.0,1.0,2005-06,1.0,PHX,1,0,shot - 5,40500156,20.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27880,4.0,1.0,2005-06,0.0,PHX,1,shot - 39,0,40500156,64.2,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27881,4.0,1.0,2005-06,0.0,PHX,1,shot - 12,0,40500156,45.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27882,4.0,1.0,2005-06,0.0,PHX,1,0,shot - 4,40500156,20.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27883,4.0,1.0,2005-06,5.0,PHX,1,shot - 18,0,40500156,40.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27884,4.0,1.0,2005-06,1.0,PHX,1,0,shot - 3,40500156,43.0,38.64,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
27885,4.0,1.0,2005-06,5.0,PHX,1,0,shot - 4,40500156,20.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27886,4.0,1.0,2005-06,0.0,PHX,1,0,shot - 3,40500156,37.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27887,5.0,1.0,2005-06,5.0,PHX,1,shot - 18,0,40500156,20.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27888,5.0,1.0,2005-06,1.0,PHX,1,0,shot - 3,40500156,36.0,38.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27889,5.0,1.0,2005-06,0.0,PHX,1,0,shot - 3,40500156,35.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27890,5.0,1.0,2005-06,5.0,PHX,1,0,shot - 4,40500156,20.0,18.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27891,5.0,1.0,2005-06,1.0,PHX,1,shot - 54,0,40500156,43.864,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27892,5.0,1.0,2005-06,1.0,PHX,1,shot - 52,0,40500156,48.0,105.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27893,5.0,1.0,2005-06,0.0,PHX,1,shot - 54,0,40500156,47.0,33.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27894,1.0,1.0,2005-06,1.0,PHX,0,0,shot - 3,40500157,72.2,10.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27895,1.0,1.0,2005-06,0.0,PHX,0,0,shot - 3,40500157,48.0,90.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27896,1.0,1.0,2005-06,1.0,PHX,0,shot - 21,0,40500157,28.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27897,1.0,1.0,2005-06,0.0,PHX,0,0,shot - 3,40500157,40.0,2.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27898,2.0,1.0,2005-06,1.0,PHX,0,shot - 52,0,40500157,27.0,59.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27899,2.0,1.0,2005-06,5.0,PHX,0,shot - 24,0,40500157,44.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27900,2.0,1.0,2005-06,1.0,PHX,0,0,shot - 3,40500157,44.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27901,2.0,1.0,2005-06,1.0,PHX,0,0,shot - 3,40500157,50.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27902,2.0,1.0,2005-06,0.0,PHX,0,0,shot - 3,40500157,37.0,5.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27903,2.0,1.0,2005-06,0.0,PHX,0,shot - 36,0,40500157,46.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27904,2.0,1.0,2005-06,1.0,PHX,0,0,shot - 3,40500157,41.0,2.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27905,2.0,1.0,2005-06,0.0,PHX,0,shot - 1,0,40500157,40.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27906,2.0,1.0,2005-06,1.0,PHX,0,shot - 36,0,40500157,55.7,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27907,3.0,1.0,2005-06,0.0,PHX,0,0,shot - 3,40500157,29.7,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
27908,3.0,1.0,2005-06,0.0,PHX,0,0,shot - 3,40500157,43.0,56.64,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
27909,4.0,1.0,2005-06,0.0,PHX,0,0,shot - 3,40500157,30.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27910,1.0,1.0,2005-06,0.0,PHX,0,shot - 29,0,40600151,37.7,11.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27911,1.0,1.0,2006-07,0.0,PHX,0,shot - 14,0,40600151,39.0,10.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27912,1.0,1.0,2006-07,1.0,PHX,0,shot - 32,0,40600151,20.0,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27913,1.0,1.0,2006-07,1.0,PHX,0,shot - 15,0,40600151,46.864,7.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27914,1.0,1.0,2006-07,1.0,PHX,0,0,shot - 3,40600151,56.7,7.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27915,1.0,1.0,2006-07,1.0,PHX,0,0,shot - 3,40600151,37.0,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27916,1.0,1.0,2006-07,1.0,PHX,0,shot - 15,0,40600151,31.7,106.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27917,1.0,1.0,2006-07,0.0,PHX,0,0,shot - 3,40600151,39.0,2.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
27918,1.0,1.0,2006-07,0.0,PHX,0,shot - 36,0,40600151,44.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27919,2.0,1.0,2006-07,0.0,PHX,0,0,shot - 3,40600151,35.0,8.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27920,2.0,1.0,2006-07,1.0,PHX,0,shot - 39,0,40600151,29.7,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27921,2.0,1.0,2006-07,5.0,PHX,0,shot - 45,0,40600151,40.0,58.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27922,2.0,1.0,2006-07,1.0,PHX,0,0,shot - 3,40600151,30.0,92.64,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27923,2.0,1.0,2006-07,1.0,PHX,0,shot - 13,0,40600151,41.0,64.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27924,2.0,1.0,2006-07,5.0,PHX,0,shot - 6,0,40600151,45.0,55.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27925,2.0,1.0,2006-07,1.0,PHX,0,0,shot - 3,40600151,59.7,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27926,2.0,1.0,2006-07,1.0,PHX,0,shot - 17,0,40600151,63.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27927,3.0,1.0,2006-07,5.0,PHX,0,shot - 34,0,40600151,45.0,9.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27928,3.0,1.0,2006-07,0.0,PHX,0,0,shot - 3,40600151,39.0,8.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27929,3.0,1.0,2006-07,5.0,PHX,0,0,shot - 3,40600151,37.0,54.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27930,3.0,1.0,2006-07,1.0,PHX,0,0,shot - 3,40600151,38.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
27931,3.0,1.0,2006-07,0.0,PHX,0,shot - 53,0,40600151,37.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
27932,3.0,1.0,2006-07,5.0,PHX,0,0,shot - 3,40600151,45.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27933,4.0,1.0,2006-07,0.0,PHX,0,shot - 36,0,40600151,39.0,11.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
27934,4.0,1.0,2006-07,0.0,PHX,0,shot - 51,0,40600151,38.0,10.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27935,4.0,1.0,2006-07,0.0,PHX,0,shot - 39,0,40600151,20.0,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27936,4.0,1.0,2006-07,0.0,PHX,0,shot - 15,0,40600151,33.0,31.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27937,4.0,1.0,2006-07,0.0,PHX,0,0,shot - 3,40600151,49.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27938,4.0,1.0,2006-07,0.0,PHX,0,shot - 54,0,40600151,28.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27939,4.0,1.0,2006-07,0.0,PHX,0,0,shot - 3,40600151,36.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27940,4.0,1.0,2006-07,1.0,PHX,0,0,shot - 4,40600151,28.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
27941,4.0,1.0,2006-07,0.0,PHX,0,0,shot - 3,40600151,42.2,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27942,4.0,1.0,2006-07,0.0,PHX,0,shot - 36,0,40600151,46.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27943,1.0,1.0,2006-07,5.0,PHX,0,0,shot - 4,40600152,25.7,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27944,1.0,1.0,2006-07,1.0,PHX,0,0,shot - 3,40600152,47.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27945,1.0,1.0,2006-07,5.0,PHX,0,shot - 39,0,40600152,35.7,7.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
27946,1.0,1.0,2006-07,1.0,PHX,0,shot - 4,0,40600152,20.0,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27947,1.0,1.0,2006-07,1.0,PHX,0,shot - 44,0,40600152,40.0,2.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27948,1.0,1.0,2006-07,1.0,PHX,0,shot - 4,0,40600152,20.0,115.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27949,1.0,1.0,2006-07,0.0,PHX,0,shot - 20,0,40600152,45.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27950,2.0,1.0,2006-07,0.0,PHX,0,shot - 4,0,40600152,45.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27951,3.0,1.0,2006-07,0.0,PHX,0,0,shot - 3,40600152,41.0,11.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
27952,3.0,1.0,2006-07,5.0,PHX,0,shot - 19,0,40600152,45.0,47.64,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27953,3.0,1.0,2006-07,1.0,PHX,0,0,shot - 1,40600152,20.0,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27954,3.0,1.0,2006-07,0.0,PHX,0,shot - 36,0,40600152,30.0,7.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27955,3.0,1.0,2006-07,0.0,PHX,0,shot - 46,0,40600152,20.0,52.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27956,1.0,1.0,2006-07,1.0,PHX,1,shot - 38,0,40600153,32.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27957,1.0,1.0,2006-07,5.0,PHX,1,shot - 44,0,40600153,62.2,8.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27958,1.0,1.0,2006-07,0.0,PHX,1,shot - 48,0,40600153,78.4,97.64,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27959,1.0,1.0,2006-07,1.0,PHX,1,shot - 46,0,40600153,20.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27960,1.0,1.0,2006-07,5.0,PHX,1,0,shot - 3,40600153,40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27961,1.0,1.0,2006-07,1.0,PHX,1,shot - 10,0,40600153,42.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
27962,2.0,1.0,2006-07,1.0,PHX,1,shot - 32,0,40600153,20.0,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27963,2.0,1.0,2006-07,1.0,PHX,1,0,shot - 4,40600153,20.0,87.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27964,2.0,1.0,2006-07,1.0,PHX,1,shot - 4,0,40600153,35.7,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27965,2.0,1.0,2006-07,1.0,PHX,1,shot - 44,0,40600153,31.0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
27966,3.0,1.0,2006-07,5.0,PHX,1,0,shot - 3,40600153,37.0,6.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27967,3.0,1.0,2006-07,0.0,PHX,1,0,shot - 1,40600153,39.2,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27968,3.0,1.0,2006-07,5.0,PHX,1,shot - 4,0,40600153,20.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27969,3.0,1.0,2006-07,1.0,PHX,1,0,shot - 4,40600153,20.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27970,3.0,1.0,2006-07,0.0,PHX,1,shot - 44,0,40600153,26.0,25.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27971,4.0,1.0,2006-07,0.0,PHX,1,0,shot - 3,40600153,29.0,11.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27972,4.0,1.0,2006-07,1.0,PHX,1,shot - 38,0,40600153,40.0,98.64,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27973,4.0,1.0,2006-07,1.0,PHX,1,shot - 36,0,40600153,45.0,17.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27974,4.0,1.0,2006-07,0.0,PHX,1,shot - 6,0,40600153,46.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
27975,4.0,1.0,2006-07,0.0,PHX,1,0,shot - 3,40600153,29.0,81.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27976,3.0,1.0,2006-07,0.0,PHX,1,shot - 36,0,40600153,36.7,8.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
27977,4.0,1.0,2006-07,1.0,PHX,1,0,shot - 4,40600153,46.2,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27978,4.0,1.0,2006-07,0.0,PHX,1,0,shot - 3,40600153,48.7,73.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
27979,4.0,1.0,2006-07,0.0,PHX,1,0,shot - 3,40600153,25.0,40.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27980,4.0,1.0,2006-07,5.0,PHX,1,shot - 4,0,40600153,20.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27981,4.0,1.0,2006-07,1.0,PHX,1,shot - 48,0,40600153,37.0,101.64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
27982,1.0,1.0,2006-07,1.0,PHX,1,shot - 39,0,40600154,20.0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27983,1.0,1.0,2006-07,1.0,PHX,1,shot - 29,0,40600154,42.7,9.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27984,1.0,1.0,2006-07,5.0,PHX,1,shot - 15,0,40600154,33.0,6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27985,1.0,1.0,2006-07,0.0,PHX,1,shot - 6,0,40600154,27.0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27986,1.0,1.0,2006-07,0.0,PHX,1,0,shot - 3,40600154,45.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27987,1.0,1.0,2006-07,0.0,PHX,1,0,shot - 4,40600154,21.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27988,1.0,1.0,2006-07,1.0,PHX,1,0,shot - 3,40600154,66.7,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27989,1.0,1.0,2006-07,0.0,PHX,1,0,shot - 4,40600154,20.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27990,1.0,1.0,2006-07,1.0,PHX,1,shot - 17,0,40600154,36.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27991,1.0,1.0,2006-07,0.0,PHX,1,0,shot - 3,40600154,38.0,61.64,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27992,1.0,1.0,2006-07,0.0,PHX,1,0,shot - 3,40600154,97.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27993,2.0,1.0,2006-07,5.0,PHX,1,0,shot - 3,40600154,34.0,74.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27994,2.0,1.0,2006-07,5.0,PHX,1,0,shot - 3,40600154,36.0,8.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
27995,2.0,1.0,2006-07,5.0,PHX,1,shot - 39,0,40600154,57.7,40.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27996,2.0,1.0,2006-07,0.0,PHX,1,0,shot - 3,40600154,35.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27997,2.0,1.0,2006-07,0.0,PHX,1,shot - 4,0,40600154,20.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27998,2.0,1.0,2006-07,1.0,PHX,1,0,shot - 4,40600154,73.4,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27999,3.0,1.0,2006-07,1.0,PHX,1,0,shot - 3,40600154,41.0,9.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28000,3.0,1.0,2006-07,0.0,PHX,1,shot - 45,0,40600154,63.2,6.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28001,3.0,1.0,2006-07,0.0,PHX,1,0,shot - 3,40600154,32.2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28002,3.0,1.0,2006-07,5.0,PHX,1,shot - 4,0,40600154,20.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28003,3.0,1.0,2006-07,1.0,PHX,1,0,shot - 4,40600154,20.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28004,4.0,1.0,2006-07,5.0,PHX,1,0,shot - 4,40600154,20.0,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28005,4.0,1.0,2006-07,0.0,PHX,1,0,shot - 3,40600154,45.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28006,4.0,1.0,2006-07,5.0,PHX,1,0,shot - 3,40600154,28.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
28007,1.0,1.0,2006-07,1.0,PHX,0,shot - 15,0,40600155,46.864,11.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
28008,1.0,1.0,2006-07,1.0,PHX,0,shot - 40,0,40600155,39.0,10.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
28009,1.0,1.0,2006-07,0.0,PHX,0,0,shot - 3,40600155,52.2,20.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28010,1.0,1.0,2006-07,0.0,PHX,0,shot - 18,0,40600155,29.0,37.7616,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28011,1.0,1.0,2006-07,1.0,PHX,0,shot - 52,0,40600155,24.7,7.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
28012,1.0,1.0,2006-07,0.0,PHX,0,shot - 26,0,40600155,45.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28013,1.0,1.0,2006-07,0.0,PHX,0,shot - 36,0,40600155,32.2,6.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28014,1.0,1.0,2006-07,0.0,PHX,0,shot - 39,0,40600155,20.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28015,2.0,1.0,2006-07,5.0,PHX,0,shot - 44,0,40600155,28.0,47.64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28016,2.0,1.0,2006-07,1.0,PHX,0,shot - 36,0,40600155,39.0,10.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
28017,2.0,1.0,2006-07,1.0,PHX,0,shot - 26,0,40600155,18.2,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28018,2.0,1.0,2006-07,1.0,PHX,0,shot - 8,0,40600155,38.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
28019,2.0,1.0,2006-07,1.0,PHX,0,0,shot - 3,40600155,40.0,85.64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28020,2.0,1.0,2006-07,0.0,PHX,0,shot - 7,0,40600155,30.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28021,2.0,1.0,2006-07,0.0,PHX,0,0,shot - 3,40600155,45.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
28022,2.0,1.0,2006-07,0.0,PHX,0,shot - 7,0,40600155,39.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
28023,3.0,1.0,2006-07,0.0,PHX,0,shot - 23,0,40600155,39.0,88.64,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
