,shot_id_number,power_of_shot,knockout_match,game_season,is_goal,area_of_shot,shot_basics,date_of_game,home/away,lat/lng,type_of_shot,type_of_combined_shot,match_id,distance_of_shot_avg,remaining_min_1
25755,25756,2.0,53.8,1999-00,0.0,Left Side(L),Mid Range,2000-03-01,VAN,1,0,shot - 3,29900821,36.0,3.0
25756,25757,2.0,0.0,1999-00,1.0,Right Side(R),Mid Range,2000-03-01,VAN,1,0,shot - 3,29900821,30.2,2.0
25757,25758,2.0,0.0,1999-00,1.0,Right Side(R),Mid Range,2000-03-01,VAN,1,0,shot - 3,29900821,29.0,0.0
25759,25760,3.0,0.0,1999-00,1.0,Left Side Center(LC),Mid Range,2000-03-01,VAN,1,0,shot - 3,29900821,38.2,9.0
25761,25762,3.0,0.0,1999-00,0.0,Right Side Center(RC),Penalty Spot,2000-03-01,VAN,1,shot - 18,0,29900821,45.0,34.64
25762,25763,3.0,0.0,1999-00,1.0,Center(C),Penalty Spot,2000-03-01,VAN,1,0,shot - 3,29900821,44.0,0.0
25763,25764,3.0,127.928,1999-00,0.0,Right Side Center(RC),Penalty Spot,2000-03-01,VAN,1,0,shot - 3,29900821,44.0,0.0
25764,25765,3.0,0.0,1999-00,0.0,Center(C),Goal Line,2000-03-01,VAN,1,shot - 36,0,29900821,25.0,0.0
25765,25766,4.0,0.0,1999-00,0.0,Center(C),Goal Area,2000-03-01,VAN,1,0,shot - 4,29900821,20.0,11.0
25766,25767,4.0,0.0,1999-00,0.0,Left Side(L),Mid Range,2000-03-01,VAN,1,0,shot - 3,29900821,29.0,2.0
25767,25768,4.0,0.0,1999-00,1.0,Right Side(R),Mid Range,2000-03-01,VAN,1,0,shot - 3,29900821,36.0,1.0
25769,25770,4.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-01,VAN,1,0,shot - 1,29900821,20.0,0.0
25770,25771,1.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-03,IND,1,shot - 42,0,29900835,30.0,110.64
25772,25773,1.0,0.0,1999-00,1.0,Center(C),Goal Line,2000-03-03,IND,1,shot - 44,0,29900835,29.2,7.0
25774,25775,1.0,0.0,1999-00,0.0,Center(C),Goal Area,2000-03-03,IND,1,shot - 4,0,29900835,49.7,0.0
25775,25776,1.0,0.0,1999-00,1.0,Left Side(L),Mid Range,2000-03-03,IND,1,shot - 44,0,29900835,29.0,0.0
25776,25777,2.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-03,IND,1,0,shot - 3,29900835,41.0,41.64
25777,25778,2.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-03,IND,1,0,shot - 1,29900835,20.0,41.64
25779,25780,3.0,0.0,1999-00,1.0,Right Side Center(RC),Mid Range,2000-03-03,IND,1,shot - 45,0,29900835,27.2,113.64
25781,25782,3.0,0.0,1999-00,0.0,Right Side(R),Goal Line,2000-03-03,IND,1,0,shot - 3,29900835,35.0,0.0
25782,25783,4.0,0.0,1999-00,0.0,Center(C),Goal Line,2000-03-03,IND,1,0,shot - 3,29900835,28.0,30.2
25784,25785,4.0,0.0,1999-00,1.0,Center(C),Penalty Spot,2000-03-03,IND,1,0,shot - 3,29900835,66.7,3.0
25785,25786,4.0,0.0,1999-00,0.0,Left Side Center(LC),Penalty Spot,2000-03-03,IND,1,0,shot - 3,29900835,46.0,42.7616
25786,25787,4.0,0.0,1999-00,0.0,Center(C),Goal Area,2000-03-03,IND,1,0,shot - 4,29900835,49.7,1.0
25787,25788,1.0,0.0,1999-00,1.0,Right Side(R),Goal Line,2000-03-05,MIA,1,0,shot - 3,29900849,34.0,89.64
25788,25789,1.0,0.0,1999-00,1.0,Center(C),Penalty Spot,2000-03-05,MIA,1,0,shot - 3,29900849,46.0,9.0
25790,25791,2.0,0.0,1999-00,0.0,Center(C),Goal Line,2000-03-05,MIA,1,0,shot - 3,29900849,28.0,10.0
25791,25792,2.0,0.0,1999-00,0.0,Left Side Center(LC),Mid Range,2000-03-05,MIA,1,shot - 6,0,29900849,42.0,8.0
25792,25793,2.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-05,MIA,1,shot - 49,0,29900849,34.0,3.0
25793,25794,2.0,0.0,1999-00,0.0,Center(C),Goal Line,2000-03-05,MIA,1,0,shot - 3,29900849,29.0,102.64
25794,25795,2.0,0.0,1999-00,0.0,Right Side Center(RC),Penalty Spot,2000-03-05,MIA,1,shot - 30,0,29900849,46.0,90.64
25796,25797,4.0,0.0,1999-00,1.0,Center(C),Goal Line,2000-03-05,MIA,1,0,shot - 3,29900849,28.0,5.0
25797,25798,4.0,0.0,1999-00,1.0,Center(C),Mid Range,2000-03-05,MIA,1,shot - 19,0,29900849,36.0,2.0
25798,25799,4.0,0.0,1999-00,0.0,Right Side Center(RC),Penalty Spot,2000-03-05,MIA,1,0,shot - 3,29900849,46.0,0.0
25799,25800,1.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-06,LAC,0,shot - 4,0,29900856,20.0,9.0
25800,25801,1.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-06,LAC,0,shot - 12,0,29900856,20.0,6.0
25801,25802,2.0,0.0,1999-00,0.0,Center(C),Goal Area,2000-03-06,LAC,0,0,shot - 4,29900856,20.0,9.0
25803,25804,2.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-06,LAC,0,0,shot - 3,29900856,34.7,25.2
25804,25805,2.0,83.60799999999999,1999-00,1.0,Center(C),Goal Line,2000-03-06,LAC,0,0,shot - 3,29900856,25.0,0.0
25806,25807,3.0,0.0,1999-00,1.0,Center(C),Goal Line,2000-03-06,LAC,0,0,shot - 2,29900856,24.0,9.0
25807,25808,3.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-06,LAC,0,0,shot - 1,29900856,20.0,21.2
25808,25809,3.0,0.0,1999-00,1.0,Center(C),Penalty Spot,2000-03-06,LAC,0,0,shot - 3,29900856,48.0,6.0
25809,25810,4.0,0.0,1999-00,1.0,Left Side Center(LC),Mid Range,2000-03-06,LAC,0,0,shot - 3,29900856,37.0,9.0
25810,25811,4.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-06,LAC,0,0,shot - 1,29900856,20.0,3.0
25811,25812,1.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-09,GSW,0,shot - 4,0,29900878,20.0,11.0
25812,25813,1.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-09,GSW,0,0,shot - 4,29900878,20.0,40.64
25813,25814,1.0,0.0,1999-00,1.0,Right Side(R),Right Corner,2000-03-09,GSW,0,shot - 9,0,29900878,44.0,6.0
25814,25815,1.0,0.0,1999-00,0.0,Center(C),Goal Line,2000-03-09,GSW,0,shot - 36,0,29900878,27.864,4.0
25816,25817,1.0,0.0,1999-00,0.0,Center(C),Goal Area,2000-03-09,GSW,0,shot - 39,0,29900878,22.0,2.0
25817,25818,1.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-09,GSW,0,shot - 39,0,29900878,20.0,0.0
25818,25819,2.0,0.0,1999-00,0.0,Center(C),Goal Line,2000-03-09,GSW,0,shot - 36,0,29900878,24.0,11.0
25819,25820,2.0,0.0,1999-00,1.0,U,Goal Area,2000-03-09,GSW,0,0,shot - 1,29900878,20.0,10.0
25820,25821,2.0,0.0,1999-00,1.0,U,Goal Line,2000-03-09,GSW,0,0,shot - 3,29900878,26.0,4.0
25821,25822,2.0,0.0,1999-00,0.0,Center(C),Goal Line,2000-03-09,GSW,0,shot - 36,0,29900878,24.0,3.0
25822,25823,2.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-09,GSW,0,0,shot - 3,29900878,36.0,1.0
25823,25824,2.0,0.0,1999-00,0.0,U,Penalty Spot,2000-03-09,GSW,0,0,shot - 3,29900878,41.2,0.0
25824,25825,3.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-09,GSW,0,0,shot - 4,29900878,20.0,9.0
25825,25826,3.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-09,GSW,0,shot - 39,0,29900878,20.0,8.0
25826,25827,3.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-09,GSW,0,0,shot - 1,29900878,20.0,7.0
25827,25828,3.0,0.0,1999-00,0.0,Right Side Center(RC),Penalty Spot,2000-03-09,GSW,0,shot - 4,0,29900878,44.0,66.64
25828,25829,3.0,109.928,1999-00,0.0,Center(C),Penalty Spot,2000-03-09,GSW,0,0,shot - 3,29900878,71.2,4.0
25830,25831,1.0,0.0,1999-00,1.0,Center(C),Goal Line,2000-03-12,SAC,1,0,shot - 3,29900901,26.0,10.0
25831,25832,1.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-12,SAC,1,shot - 4,0,29900901,20.0,6.0
25832,25833,1.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-12,SAC,1,shot - 4,0,29900901,20.0,69.64
25833,25834,1.0,0.0,1999-00,1.0,Right Side Center(RC),Mid Range,2000-03-12,SAC,1,shot - 30,0,29900901,40.0,1.0
25834,25835,2.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-12,SAC,1,0,shot - 3,29900901,29.0,36.64
25835,25836,2.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-12,SAC,1,shot - 4,0,29900901,20.0,8.0
25836,25837,2.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-12,SAC,1,0,shot - 4,29900901,20.0,5.0
25837,25838,2.0,0.0,1999-00,0.0,Center(C),Goal Line,2000-03-12,SAC,1,0,shot - 3,29900901,29.0,4.0
25838,25839,2.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-12,SAC,1,shot - 4,0,29900901,20.0,60.2
25839,25840,2.0,0.0,1999-00,0.0,Right Side Center(RC),Penalty Spot,2000-03-12,SAC,1,shot - 13,0,29900901,46.0,2.0
25840,25841,3.0,0.0,1999-00,1.0,Center(C),Penalty Spot,2000-03-12,SAC,1,shot - 27,0,29900901,46.0,11.0
25841,25842,3.0,0.0,1999-00,1.0,Center(C),Penalty Spot,2000-03-12,SAC,1,0,shot - 3,29900901,46.0,84.64
25842,25843,3.0,0.0,1999-00,1.0,Center(C),Goal Line,2000-03-12,SAC,1,0,shot - 3,29900901,30.0,4.0
25843,25844,3.0,0.0,1999-00,0.0,Center(C),Goal Line,2000-03-12,SAC,1,shot - 22,0,29900901,27.0,3.0
25844,25845,3.0,0.0,1999-00,1.0,Left Side(L),Mid Range,2000-03-12,SAC,1,0,shot - 3,29900901,33.0,0.0
25845,25846,3.0,0.0,1999-00,0.0,Center(C),U,2000-03-12,SAC,1,shot - 45,0,29900901,47.0,0.0
25847,25848,4.0,0.0,1999-00,0.0,Right Side Center(RC),Mid Range,2000-03-12,SAC,1,shot - 40,0,29900901,41.0,6.0
25848,25849,4.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-12,SAC,1,shot - 12,0,29900901,17.7,6.0
25850,25851,4.0,0.0,1999-00,1.0,Center(C),Goal Line,2000-03-12,SAC,1,0,shot - 3,29900901,27.0,5.0
25852,25853,4.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-12,SAC,1,shot - 38,0,29900901,36.0,2.0
25853,25854,4.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-12,SAC,1,0,shot - 1,29900901,20.0,111.64
25854,25855,1.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-13,DEN,0,0,shot - 4,29900906,20.0,8.0
25856,25857,1.0,0.0,1999-00,0.0,Center(C),Goal Line,2000-03-13,DEN,0,shot - 56,0,29900906,27.0,6.0
25857,25858,1.0,0.0,1999-00,0.0,Right Side Center(RC),Penalty Spot,2000-03-13,DEN,0,shot - 36,0,29900906,45.0,6.0
25858,25859,1.0,0.0,1999-00,0.0,Center(C),Goal Area,2000-03-13,DEN,0,0,shot - 4,29900906,20.0,5.0
25859,25860,1.0,0.0,1999-00,1.0,Right Side Center(RC),Mid Range,2000-03-13,DEN,0,shot - 44,0,29900906,57.4,3.0
25861,25862,2.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-13,DEN,0,0,shot - 3,29900906,34.0,59.2
25862,25863,2.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-13,DEN,0,0,shot - 4,29900906,20.0,4.0
25863,25864,3.0,0.0,1999-00,1.0,Center(C),Goal Line,2000-03-13,DEN,0,0,shot - 3,29900906,27.0,3.0
25864,25865,2.0,0.0,1999-00,0.0,Left Side Center(LC),Penalty Spot,2000-03-13,DEN,0,shot - 27,0,29900906,44.0,1.0
25869,25870,3.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-13,DEN,0,0,shot - 2,29900906,29.0,0.0
25870,25871,4.0,0.0,1999-00,0.0,Center(C),Goal Line,2000-03-13,DEN,0,0,shot - 3,29900906,66.36399999999999,11.0
25871,25872,4.0,0.0,1999-00,1.0,Left Side(L),Mid Range,2000-03-13,DEN,0,shot - 36,0,29900906,34.0,6.0
25872,25873,4.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-13,DEN,0,0,shot - 3,29900906,37.0,6.0
25873,25874,4.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-13,DEN,0,0,shot - 4,29900906,20.0,4.0
25874,25875,1.0,U,1999-00,0.0,Left Side(L),Mid Range,2000-03-16,WAS,0,0,shot - 3,29900923,33.0,11.0
25875,25876,1.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-16,WAS,0,shot - 12,0,29900923,13.4,11.0
25878,25879,1.0,0.0,1999-00,0.0,Center(C),Goal Area,2000-03-16,WAS,0,0,shot - 3,29900923,23.0,1.0
25879,25880,1.0,0.0,1999-00,0.0,Center(C),Goal Line,2000-03-16,WAS,0,0,shot - 3,29900923,29.0,0.0
25880,25881,3.0,0.0,1999-00,0.0,Left Side(L),Mid Range,2000-03-16,WAS,0,shot - 13,0,29900923,38.0,1.0
25881,25882,3.0,0.0,1999-00,0.0,Center(C),Goal Line,2000-03-16,WAS,0,shot - 32,0,29900923,24.0,0.0
25882,25883,4.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-16,WAS,0,shot - 29,0,29900923,31.0,11.0
25883,25884,4.0,0.0,1999-00,0.0,Left Side(L),Mid Range,2000-03-16,WAS,0,0,shot - 3,29900923,61.2,6.0
25884,25885,1.0,0.0,1999-00,1.0,Right Side(R),Mid Range,2000-03-17,DET,0,shot - 40,0,29900934,39.2,11.0
25885,25886,1.0,0.0,1999-00,0.0,Left Side(L),Mid Range,2000-03-17,DET,0,0,shot - 3,29900934,33.0,9.0
25886,25887,1.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-17,DET,0,shot - 56,0,29900934,20.0,5.0
25887,25888,1.0,0.0,1999-00,0.0,Left Side Center(LC),Penalty Spot,2000-03-17,DET,0,0,shot - 3,29900934,36.364,119.64
25888,25889,1.0,0.0,1999-00,0.0,Right Side Center(RC),Mid Range,2000-03-17,DET,0,shot - 54,0,29900934,68.7,2.0
25890,25891,2.0,0.0,1999-00,1.0,Right Side Center(RC),Mid Range,2000-03-17,DET,0,0,shot - 3,29900934,36.0,9.0
25891,25892,3.0,0.0,1999-00,1.0,Left Side(L),Mid Range,2000-03-17,DET,0,shot - 26,0,29900934,30.0,9.0
25892,25893,3.0,0.0,1999-00,0.0,Right Side Center(RC),Mid Range,2000-03-17,DET,0,0,shot - 3,29900934,37.0,9.0
25893,25894,3.0,0.0,1999-00,0.0,Center(C),U,2000-03-17,DET,0,0,shot - 4,29900934,62.7,26.64
25894,25895,3.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-17,DET,0,shot - 56,0,29900934,20.0,7.0
25895,25896,3.0,0.0,1999-00,1.0,Left Side(L),Mid Range,2000-03-17,DET,0,shot - 7,0,29900934,35.0,6.0
25896,25897,3.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-17,DET,0,shot - 0,0,29900934,37.0,37.7616
25899,25900,4.0,0.0,1999-00,0.0,Left Side Center(LC),Mid Range,2000-03-17,DET,0,0,shot - 3,29900934,35.36400000000001,10.0
25900,25901,4.0,0.0,1999-00,0.0,Center(C),Goal Area,2000-03-17,DET,0,shot - 39,0,29900934,20.0,29.64
25901,25902,4.0,0.0,1999-00,1.0,Right Side(R),Mid Range,2000-03-17,DET,0,shot - 50,0,29900934,34.0,95.64
25902,25903,4.0,0.0,1999-00,0.0,Center(C),Goal Area,2000-03-17,DET,0,0,shot - 4,29900934,20.0,7.0
25903,25904,4.0,0.0,1999-00,1.0,Right Side(R),Mid Range,2000-03-17,DET,0,0,shot - 3,29900934,32.0,6.0
25904,25905,4.0,0.0,1999-00,1.0,Right Side(R),Mid Range,2000-03-17,DET,0,shot - 47,0,29900934,39.0,119.64
25907,25908,1.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-19,NYK,0,0,shot - 3,29900947,35.0,7.0
25908,25909,1.0,0.0,1999-00,0.0,Left Side Center(LC),Mid Range,2000-03-19,NYK,0,0,shot - 3,29900947,39.0,5.0
25909,25910,1.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-19,NYK,0,shot - 2,0,29900947,37.0,4.0
25910,25911,1.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-19,NYK,0,shot - 7,0,29900947,34.0,3.0
25911,25912,2.0,0.0,1999-00,0.0,Center(C),Goal Line,2000-03-19,NYK,0,0,shot - 3,29900947,25.0,5.0
25913,25914,2.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-19,NYK,0,0,shot - 3,29900947,31.0,89.2
25915,25916,2.0,0.0,1999-00,0.0,Right Side Center(RC),Penalty Spot,2000-03-19,NYK,0,0,shot - 3,29900947,43.7,0.0
25916,25917,3.0,0.0,1999-00,0.0,Left Side(L),Mid Range,2000-03-19,NYK,0,0,shot - 3,29900947,36.0,11.0
25917,25918,3.0,0.0,1999-00,0.0,Left Side(L),U,2000-03-19,NYK,0,0,shot - 3,29900947,41.364,10.0
25918,25919,3.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-19,NYK,0,shot - 39,0,29900947,20.0,8.0
25919,25920,3.0,0.0,1999-00,0.0,Left Side Center(LC),Penalty Spot,2000-03-19,NYK,0,shot - 43,0,29900947,46.0,3.0
25920,25921,3.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-19,NYK,0,shot - 39,0,29900947,31.2,1.0
25921,25922,3.0,0.0,1999-00,0.0,Center(C),Goal Area,2000-03-19,NYK,0,shot - 4,0,29900947,20.0,25.64
25922,25923,3.0,0.0,1999-00,0.0,Center(C),U,2000-03-19,NYK,0,shot - 49,0,29900947,26.2,62.64
25923,25924,3.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-19,NYK,0,shot - 4,0,29900947,20.0,0.0
25924,25925,4.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-19,NYK,0,0,shot - 4,29900947,20.0,9.0
25925,25926,4.0,0.0,1999-00,0.0,Right Side Center(RC),Penalty Spot,2000-03-19,NYK,0,shot - 4,0,29900947,44.0,8.0
25926,25927,4.0,0.0,1999-00,0.0,Center(C),Mid Range,2000-03-19,NYK,0,shot - 29,0,29900947,40.0,5.0
25928,25929,1.0,0.0,1999-00,0.0,Center(C),Goal Area,2000-03-20,MIA,0,shot - 4,0,29900955,20.0,36.64
25929,25930,1.0,0.0,1999-00,0.0,Left Side(L),Mid Range,2000-03-20,MIA,0,0,shot - 3,29900955,33.0,7.0
25930,25931,1.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-20,MIA,0,0,shot - 1,29900955,20.0,60.64
25932,25933,1.0,0.0,1999-00,0.0,Center(C),Goal Line,2000-03-20,MIA,0,0,shot - 3,29900955,26.0,3.0
25934,25935,1.0,0.0,1999-00,0.0,Left Side Center(LC),Mid Range,2000-03-20,MIA,0,shot - 17,0,29900955,42.0,1.0
25935,25936,1.0,0.0,1999-00,0.0,Center(C),Goal Line,2000-03-20,MIA,0,shot - 20,0,29900955,30.0,41.2
25936,25937,1.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-20,MIA,0,shot - 40,0,29900955,34.0,0.0
25939,25940,2.0,0.0,1999-00,0.0,Center(C),Goal Area,2000-03-20,MIA,0,0,shot - 4,29900955,20.0,8.0
25940,25941,2.0,0.0,1999-00,1.0,Right Side Center(RC),Mid Range,2000-03-20,MIA,0,shot - 8,0,29900955,38.0,3.0
25941,25942,2.0,0.0,1999-00,0.0,Left Side Center(LC),Mid Range,2000-03-20,MIA,0,shot - 5,0,29900955,42.7,0.0
25942,25943,3.0,0.0,1999-00,1.0,Center(C),Mid Range,2000-03-20,MIA,0,0,shot - 3,29900955,39.0,11.0
25943,25944,3.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-20,MIA,0,0,shot - 3,29900955,31.0,10.0
25944,25945,3.0,0.0,1999-00,0.0,Center(C),Mid Range,2000-03-20,MIA,0,0,shot - 3,29900955,34.0,7.0
25946,25947,3.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-20,MIA,0,0,shot - 1,29900955,20.0,6.0
25947,25948,3.0,0.0,1999-00,1.0,Left Side(L),Mid Range,2000-03-20,MIA,0,0,shot - 3,29900955,36.0,29.64
25948,25949,4.0,0.0,1999-00,1.0,U,U,2000-03-20,MIA,0,shot - 4,0,29900955,20.0,11.0
25949,25950,4.0,0.0,1999-00,0.0,Center(C),Mid Range,2000-03-20,MIA,0,shot - 22,0,29900955,63.2,9.0
25951,25952,4.0,0.0,1999-00,0.0,Center(C),Goal Line,2000-03-20,MIA,0,0,shot - 3,29900955,27.0,2.0
25952,25953,4.0,0.0,1999-00,1.0,Left Side Center(LC),Mid Range,2000-03-20,MIA,0,shot - 36,0,29900955,37.0,1.0
25953,25954,1.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-22,GSW,1,0,shot - 4,29900977,20.0,9.0
25954,25955,1.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-22,GSW,1,0,shot - 1,29900977,64.2,7.0
25955,25956,1.0,0.0,1999-00,0.0,Right Side Center(RC),Penalty Spot,2000-03-22,GSW,1,shot - 15,0,29900977,45.0,2.0
25956,25957,1.0,0.0,1999-00,0.0,Left Side(L),Mid Range,2000-03-22,GSW,1,0,shot - 3,29900977,36.0,1.0
25957,25958,1.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-22,GSW,1,shot - 12,0,29900977,61.7,1.0
25959,25960,1.0,0.0,1999-00,1.0,Right Side Center(RC),Penalty Spot,2000-03-22,GSW,1,0,shot - 3,29900977,45.0,69.64
25961,25962,2.0,0.0,1999-00,0.0,U,Mid Range,2000-03-22,GSW,1,0,shot - 3,29900977,31.0,11.0
25962,25963,2.0,0.0,1999-00,0.0,Left Side(L),Mid Range,2000-03-22,GSW,1,0,shot - 3,29900977,32.0,10.0
25964,25965,3.0,0.0,1999-00,0.0,Center(C),Goal Area,2000-03-22,GSW,1,0,shot - 4,29900977,20.0,6.0
25965,25966,3.0,0.0,1999-00,0.0,Right Side Center(RC),Mid Range,2000-03-22,GSW,1,shot - 35,0,29900977,38.0,5.0
25966,25967,3.0,0.0,1999-00,0.0,Left Side Center(LC),Penalty Spot,2000-03-22,GSW,1,0,shot - 3,29900977,47.0,4.0
25967,25968,3.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-22,GSW,1,shot - 32,0,29900977,20.0,76.2
25969,25970,1.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-24,PHX,1,0,shot - 1,29900990,20.0,11.0
25970,25971,1.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-24,PHX,1,0,shot - 4,29900990,20.0,34.64
25971,25972,2.0,0.0,1999-00,1.0,Left Side Center(LC),Mid Range,2000-03-24,PHX,1,shot - 23,0,29900990,37.0,57.64
25972,25973,2.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-24,PHX,1,shot - 55,0,29900990,35.0,10.0
25973,25974,2.0,0.0,1999-00,1.0,Center(C),U,2000-03-24,PHX,1,shot - 4,0,29900990,19.7,8.0
25974,25975,2.0,0.0,1999-00,1.0,Right Side Center(RC),Mid Range,2000-03-24,PHX,1,shot - 6,0,29900990,38.0,7.0
25975,25976,2.0,0.0,1999-00,1.0,Center(C),Goal Line,2000-03-24,PHX,1,0,shot - 3,29900990,30.0,46.2
25976,25977,2.0,0.0,1999-00,0.0,Left Side(L),Mid Range,2000-03-24,PHX,1,shot - 49,0,29900990,32.0,4.0
25978,25979,2.0,0.0,1999-00,0.0,Left Side Center(LC),U,2000-03-24,PHX,1,shot - 51,0,29900990,40.0,2.0
25980,25981,3.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-24,PHX,1,shot - 39,0,29900990,20.0,9.0
25981,25982,3.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-24,PHX,1,0,shot - 4,29900990,20.0,7.0
25982,25983,3.0,0.0,1999-00,0.0,Left Side Center(LC),Penalty Spot,2000-03-24,PHX,1,0,shot - 3,29900990,45.0,17.0
25983,25984,4.0,0.0,1999-00,0.0,Center(C),Goal Area,2000-03-24,PHX,1,shot - 39,0,29900990,20.0,7.0
25984,25985,1.0,U,1999-00,1.0,Right Side Center(RC),Mid Range,2000-03-26,SAC,0,0,shot - 3,29901006,36.0,10.0
25986,25987,1.0,0.0,1999-00,0.0,Left Side Center(LC),Mid Range,2000-03-26,SAC,0,shot - 24,0,29901006,39.0,7.0
25987,25988,1.0,0.0,1999-00,1.0,U,Mid Range,2000-03-26,SAC,0,0,shot - 3,29901006,34.0,6.0
25988,25989,1.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-26,SAC,0,0,shot - 3,29901006,35.0,1.0
25989,25990,1.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-26,SAC,0,0,shot - 4,29901006,20.0,1.0
25990,25991,1.0,0.0,1999-00,0.0,Center(C),Penalty Spot,2000-03-26,SAC,0,shot - 14,0,29901006,44.0,0.0
25992,25993,1.0,0.0,1999-00,0.0,Right Side(R),Goal Line,2000-03-26,SAC,0,shot - 3,0,29901006,29.0,23.64
25993,25994,2.0,0.0,1999-00,0.0,Left Side(L),Mid Range,2000-03-26,SAC,0,0,shot - 3,29901006,40.0,10.0
25994,25995,2.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-26,SAC,0,0,shot - 5,29901006,57.7,38.7616
25995,25996,2.0,0.0,1999-00,1.0,Left Side(L),Mid Range,2000-03-26,SAC,0,shot - 56,0,29901006,36.0,23.64
25996,25997,2.0,49.928000000000004,1999-00,1.0,Center(C),Goal Area,2000-03-26,SAC,0,0,shot - 4,29901006,20.0,2.0
25998,25999,3.0,0.0,1999-00,0.0,Center(C),Goal Area,2000-03-26,SAC,0,0,shot - 4,29901006,20.0,106.7616
26000,26001,4.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-26,SAC,0,0,shot - 4,29901006,20.0,1.0
26002,26003,4.0,0.0,1999-00,0.0,Center(C),Goal Area,2000-03-26,SAC,0,0,shot - 5,29901006,40.7,0.0
26003,26004,1.0,0.0,1999-00,1.0,Left Side(L),Mid Range,2000-03-29,VAN,0,0,shot - 3,29901025,32.0,10.0
26004,26005,1.0,0.0,1999-00,1.0,U,Goal Area,2000-03-29,VAN,0,0,shot - 1,29901025,20.0,10.0
26006,26007,1.0,0.0,1999-00,1.0,Center(C),Goal Area,2000-03-29,VAN,0,shot - 44,0,29901025,41.2,4.0
26007,26008,1.0,0.0,1999-00,0.0,Center(C),Mid Range,2000-03-29,VAN,0,0,shot - 3,29901025,37.0,3.0
26009,26010,1.0,0.0,1999-00,0.0,Right Side(R),Mid Range,2000-03-29,VAN,0,0,shot - 4,29901025,34.0,0.0
